0.0,16,76,2.625
0.0,28,90,2.625
3.157896,7,76,0.451128
3.157896,19,90,0.451128
3.555247,28,76,0
3.555247,19,90,3.178808
5.144651,28,76,1.589404
5.144651,40,90,1.589404
5.144651,35,76,1.589404
6.617043,28,72,0.184049
6.8069165,28,65,3.10613775
7.002994999999999,30,79,5.916264249999999
7.20569775,36,81,5.72018575
7.415488,8,85,5.517483
7.415488,20,85,5.517483
7.415488,40,85,2.517483
9.665488,27,64,3.0
9.665488,39,64,3.0
11.668828,13,44,0.12520875
11.668828,25,52,0.12520875
11.79403675,32,29,0.12520875
11.9192455,28,22,0.12500766666666668
11.9192455,40,26,0.12500766666666668
11.9192455,37,22,0.12500766666666668
12.043851,20,33,0.1246055
12.1684565,13,25,0.1246055
12.1684565,25,29,0.1246055
12.293061999999999,32,29,0.124214
12.41708025,28,23,0.12401825
12.41708025,40,27,0.12401825
12.41708025,37,23,0.12401825
12.5410985,20,35,0.12401825
12.664535,13,27,0.12343649999999999
12.664535,25,33,0.12343649999999999
12.787971500000001,32,30,0.12343649999999999
12.911408000000002,28,24,0.12324441666666668
12.911408000000002,40,29,0.12324441666666668
12.911408000000002,37,24,0.12324441666666668
13.034268250000002,20,35,0.12286025
13.157128500000002,13,28,0.12286025
13.157128500000002,25,34,0.12286025
13.279988750000003,32,35,0.12247291666666667
13.402268000000003,28,26,0.12227924999999999
13.402268000000003,40,31,0.12227924999999999
13.402268000000003,37,26,0.12227924999999999
13.524547250000003,20,39,0.12227924999999999
13.646826500000003,13,30,0.12227924999999999
13.646826500000003,25,38,0.12227924999999999
13.769105750000003,32,35,0.12227924999999999
13.891385000000003,28,28,0.12227924999999999
13.891385000000003,40,34,0.12227924999999999
13.891385000000003,37,28,0.12227924999999999
14.013664250000003,20,39,0.12227924999999999
14.136524500000004,13,29,0.12286025
14.136524500000004,25,35,0.12286025
14.259384750000004,32,34,0.12286025
14.382245000000005,28,25,0.12286025
14.382245000000005,40,30,0.12286025
14.382245000000005,37,25,0.12286025
14.505105250000005,20,36,0.12286025
14.628541750000005,13,27,0.12343649999999999
14.628541750000005,25,33,0.12343649999999999
14.751978250000006,32,30,0.12343649999999999
14.875414750000006,28,24,0.12343649999999999
14.875414750000006,40,29,0.12343649999999999
14.875414750000006,37,24,0.12343649999999999
14.998851250000007,20,35,0.12343649999999999
15.122869500000007,13,25,0.12401825
15.122869500000007,25,29,0.12401825
15.246887750000008,32,29,0.12401825
15.370906000000009,28,24,0.12401825
15.370906000000009,40,28,0.12401825
15.370906000000009,37,24,0.12401825
15.49492425000001,32,33,0.12401825
15.619529750000009,52,54,0.1246055
15.619529750000009,25,35,0.1246055
15.744135250000008,49,51,0.06230275
15.744135250000008,32,34,0.1246055
15.868740750000008,40,30,0.1246055
15.868740750000008,37,30,0.1246055
15.993346250000007,51,51,0.1246055
15.993346250000007,32,31,0.1246055
16.116206500000008,52,54,0.12286025
16.116206500000008,25,35,0.12286025
16.239066750000006,49,51,0.061430125
16.239066750000006,32,33,0.12286025
16.363672250000008,40,31,0.1246055
16.363672250000008,37,31,0.1246055
16.48827775000001,32,31,0.1246055
16.610557000000007,52,54,0.12227924999999999
16.610557000000007,25,35,0.12227924999999999
16.732836250000005,49,51,0.061139624999999996
16.732836250000005,32,34,0.12227924999999999
16.857441750000007,40,31,0.1246055
16.857441750000007,37,31,0.1246055
16.982047250000008,51,51,0.1246055
16.982047250000008,32,31,0.1246055
17.104907500000007,52,54,0.12286025
17.104907500000007,25,35,0.12286025
17.227767750000005,49,51,0.061430125
17.227767750000005,32,33,0.12286025
17.352373250000007,40,31,0.1246055
17.352373250000007,37,31,0.1246055
17.476978750000008,32,31,0.1246055
17.599839000000006,52,54,0.12286025
17.599839000000006,25,35,0.12286025
17.722699250000005,49,51,0.061430125
17.722699250000005,32,33,0.12286025
17.847304750000006,40,31,0.1246055
17.847304750000006,37,31,0.1246055
17.971910250000008,51,61,0.1246055
17.971910250000008,32,33,0.1246055
18.094189500000006,52,66,0.12227924999999999
18.094189500000006,25,37,0.12227924999999999
18.216468750000004,40,64,0.125
18.216468750000004,32,35,0.12227924999999999
18.344750750000003,40,34,0.128282
18.344750750000003,37,34,0.128282
18.47303275,32,34,0.128282
18.595893,39,61,0.12764875
18.595893,27,35,0.12286025
18.71875325,51,57,0.061430125
18.71875325,33,34,0.12286025
18.84335875,42,30,0.1246055
18.84335875,36,30,0.1246055
18.96796425,52,49,0.1246055
18.96796425,33,31,0.1246055
19.0908245,33,52,0.12286025
19.0908245,27,35,0.12286025
19.21368475,30,49,0.1246055
19.21368475,33,33,0.12286025
19.33829025,42,31,0.1246055
19.33829025,36,31,0.1246055
19.46289575,33,31,0.1246055
19.58633225,57,55,0.12343649999999999
19.58633225,27,35,0.12343649999999999
19.709768750000002,30,49,0.12343649999999999
19.709768750000002,30,34,0.12343649999999999
19.834374250000003,42,30,0.1246055
19.834374250000003,36,30,0.1246055
19.958979750000005,52,49,0.1246055
19.958979750000005,30,31,0.1246055
20.081840000000003,33,52,0.12286025
20.081840000000003,27,35,0.12286025
20.204700250000002,30,49,0.1246055
20.204700250000002,33,33,0.12286025
20.329305750000003,42,31,0.1246055
20.329305750000003,36,31,0.1246055
20.453911250000004,33,31,0.1246055
20.577347750000005,57,55,0.12343649999999999
20.577347750000005,27,35,0.12343649999999999
20.700784250000005,30,49,0.12343649999999999
20.700784250000005,30,34,0.12343649999999999
20.825389750000006,42,30,0.1246055
20.825389750000006,36,30,0.1246055
20.949995250000008,52,49,0.1246055
20.949995250000008,30,31,0.1246055
21.072855500000006,33,52,0.12286025
21.072855500000006,27,35,0.12286025
21.195715750000005,30,49,0.1246055
21.195715750000005,33,33,0.12286025
21.320321250000006,42,31,0.1246055
21.320321250000006,36,31,0.1246055
21.444926750000008,33,31,0.1246055
21.568363250000008,57,58,0.12343649999999999
21.568363250000008,27,35,0.12343649999999999
21.69179975000001,30,51,0.12343649999999999
21.69179975000001,30,35,0.12343649999999999
21.81640525000001,42,34,0.1246055
21.81640525000001,36,34,0.1246055
21.94101075000001,52,65,0.1246055
21.94101075000001,30,35,0.1246055
22.06387100000001,33,71,0.12286025
22.06387100000001,27,39,0.12286025
22.18673125000001,42,64,0.12459095625
22.18673125000001,33,37,0.12286025
22.314380000000007,42,37,0.12764875
22.314380000000007,36,37,0.12764875
22.442028750000006,33,38,0.12764875
22.565465250000006,42,61,0.12459575833333333
22.565465250000006,28,35,0.12343649999999999
22.688901750000007,52,57,0.061718249999999995
22.688901750000007,32,34,0.12343649999999999
22.813507250000008,44,30,0.1246055
22.813507250000008,36,30,0.1246055
22.93811275000001,33,49,0.1246055
22.93811275000001,32,31,0.1246055
23.060973000000008,40,52,0.1246055
23.060973000000008,56,52,0.12286025
23.060973000000008,28,35,0.12286025
23.183833250000006,52,49,0.061430125
23.183833250000006,32,33,0.12286025
23.311482000000005,44,31,0.12764875
23.311482000000005,37,31,0.12764875
23.439130750000004,32,31,0.12764875
23.563736250000005,64,82,0.1246055
23.563736250000005,52,69,0.1246055
23.563736250000005,31,56,0.1246055
23.688341750000006,42,75,0.12459095625
23.688341750000006,37,63,0.12931025
23.688341750000006,40,53,0.1246055
23.814764000000007,25,50,0.12764875
23.94118625000001,31,61,0.12642225
23.94118625000001,40,72,0.1246055
23.94118625000001,31,51,0.12642225
24.064046500000007,39,78,0.12286025
24.064046500000007,56,64,0.12286025
24.064046500000007,32,56,0.12286025
24.186906750000006,51,57,0.061430125
24.186906750000006,42,68,0.12459095625
24.186906750000006,39,52,0.12286025
24.314555500000004,27,58,0.12658225
24.442204250000003,32,51,0.12764875
24.566809750000004,45,46,0.1246055
24.566809750000004,57,55,0.1246055
24.566809750000004,24,33,0.1246055
24.691415250000006,51,42,0.06230275
24.691415250000006,56,50,0.06230275
24.691415250000006,33,30,0.1246055
24.819064000000004,42,29,0.12764875
24.946712750000003,24,40,0.12764875
24.946712750000003,33,49,0.1246055
24.946712750000003,24,29,0.12764875
25.069573000000002,52,52,0.12286025
25.069573000000002,49,44,0.12286025
25.069573000000002,25,33,0.12286025
25.19243325,44,40,0.061430125
25.19243325,56,49,0.061430125
25.19243325,32,30,0.12286025
25.320082,40,29,0.12764875
25.447730749999998,25,29,0.12764875
